"X","Gender","Age","Education","Occupation","Income","q1k","q2k","q3k","q4k","Q5K1","Q5K2","Q5K3","Q5K4","Q5K5","Q5K6","Q6K","Q7K","Q8K","Q9K","Q10C1","Q10C2","Q10C3","Q10C4","Q10C5","Q10C6","Q10C7","Q11C1","Q11C2","Q11C3","Q11C4","Q11C5","Q12C1","Q12C2","Q12C3","Q12C4","Q12C5","Q12C6","Q13C1","Q13C2","Q13C3","Q13C4","Q13C5","Q14C","Q15C1","Q15C2","Q15C3","Q15C4","Q15C5","Q16P1","Q16P2","Q16P3","Q17P1","Q17P2","Q17P3","Q17P4","Q17P5","Q18I1","Q18I2","Q18I3","Q18I4","Q19C1","Q19C2","Q19C3","Q19C4","Q19c5","Q19c6"
207,2,39,3,4,2,1,1,4,1,1,1,1,1,1,1,1,2,4,2,1,1,1,2,2,2,2,1,1,1,1,1,2,1,5,4,6,3,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6
208,2,26,3,2,2,1,1,3,2,1,1,0,1,1,1,1,3,2,2,1,1,2,2,1,1,2,1,1,1,1,1,5,6,3,2,4,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,2,2,1,1,3,4,5,3,4,5,1,4,2,3,6
209,2,23,2,2,2,2,1,4,1,1,1,0,1,0,0,2,2,2,1,2,1,1,2,2,1,2,1,1,1,1,1,3,4,2,5,6,1,1,0,1,0,1,2,1,1,1,1,1,0,0,1,2,3,4,2,2,4,3,4,4,5,1,3,2,4,6
210,1,35,3,2,2,2,1,3,1,1,1,0,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,5,6,3,4,1,2,0,1,1,1,0,2,1,1,1,1,1,1,0,1,2,2,1,2,2,5,4,4,4,3,1,4,5,2,6
211,2,34,3,4,3,2,1,4,1,1,1,0,1,1,1,1,3,4,2,2,2,1,1,1,1,1,1,3,1,1,1,6,5,2,1,3,4,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,2,1,2,5,4,5,5,3,1,5,4,2,6
212,1,31,3,2,3,2,1,4,1,0,1,0,0,0,0,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,1,5,3,6,2,1,1,1,0,0,1,0,0,0,0,1,1,0,0,2,2,2,2,3,5,5,2,4,1,2,4,5,3,6
213,2,16,1,1,2,5,1,1,2,1,1,0,1,0,1,2,2,1,2,1,2,2,2,4,1,1,1,1,1,1,1,2,3,4,6,5,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,2,4,2,3,5,5,5,5,1,4,6,5,2,3
214,2,32,3,2,2,2,1,2,1,1,1,1,1,0,1,1,3,1,2,1,1,2,2,1,1,1,1,1,1,1,1,5,6,1,2,3,4,0,1,1,0,1,1,1,0,1,1,1,1,0,0,2,3,2,2,2,4,5,5,5,5,1,4,3,2,6
215,2,39,3,2,4,2,1,4,1,1,1,0,1,0,0,1,2,2,2,1,2,1,1,1,2,2,1,1,1,1,1,5,6,4,2,1,3,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,2,1,2,2,5,5,5,4,5,3,4,2,1,6
216,2,37,2,2,3,1,1,3,1,1,1,1,1,1,1,1,3,3,1,2,2,2,2,1,1,2,1,1,1,1,1,3,2,4,1,6,5,1,1,1,0,0,1,1,0,1,0,1,0,1,0,2,2,1,2,2,2,1,2,1,4,1,2,5,3,6
217,2,23,2,4,3,2,1,4,1,1,1,1,1,0,1,1,2,1,1,2,2,2,2,2,2,4,1,2,1,2,1,1,2,5,3,4,6,1,1,1,0,0,1,1,1,1,1,1,1,0,1,3,2,1,1,3,4,5,5,5,4,2,5,3,1,6
218,2,34,2,4,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,4,5,6,3,2,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,2,3,1,2,2,5,5,5,5,5,2,3,4,1,6
219,2,36,2,2,3,2,1,3,1,1,1,0,0,0,1,1,1,1,2,1,2,2,1,2,1,2,1,1,1,1,1,2,3,1,5,4,6,1,0,1,1,0,1,1,1,1,1,1,1,0,0,2,2,2,2,2,4,4,3,3,6,4,1,3,2,5
220,2,32,3,2,4,2,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,4,3,5,2,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,5,5,5,5,4,3,2,5,1,6
221,2,32,3,2,2,1,1,4,2,1,1,1,1,0,0,1,3,4,2,1,1,1,2,2,1,1,1,1,1,1,1,1,2,6,4,5,3,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,2,2,1,1,5,5,5,5,4,1,2,5,3,6
222,2,32,2,2,2,1,1,2,2,1,0,0,1,0,0,1,2,4,1,1,1,2,3,1,1,1,1,1,1,1,1,2,3,1,4,5,6,0,1,1,1,0,1,1,0,0,0,1,0,1,0,2,2,1,2,1,1,1,2,1,1,2,4,5,3,6
223,2,32,3,2,3,2,1,1,1,0,0,1,0,0,1,1,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,5,6,3,1,4,2,0,1,1,0,1,1,1,0,0,0,1,0,1,0,2,2,2,2,2,5,5,5,5,5,4,2,3,1,6
224,1,30,2,2,3,5,1,3,2,1,0,0,0,0,0,2,1,4,2,2,2,2,2,2,2,2,1,1,1,1,1,2,4,5,1,3,6,1,1,0,0,1,1,0,0,0,0,1,0,1,0,3,3,3,3,3,5,5,5,5,4,5,3,1,2,6
225,2,39,3,2,3,2,1,3,2,0,0,0,1,0,0,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,3,4,6,1,1,1,0,0,1,0,0,0,0,0,0,0,1,2,2,2,2,2,4,4,4,4,3,1,2,4,5,6
226,2,20,2,1,2,2,1,2,1,1,0,1,1,0,1,1,3,1,2,1,1,2,3,1,1,1,1,1,1,1,1,4,5,6,2,3,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,2,1,2,1,1,2,1,1,1,5,4,2,1,3,6
227,2,36,3,2,3,5,1,3,1,1,1,1,0,1,1,2,3,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,3,4,5,6,1,1,1,0,0,3,1,1,1,1,1,1,1,1,3,3,3,2,2,2,3,3,3,1,2,3,4,5,6
228,2,36,3,4,2,1,1,1,1,1,1,0,0,0,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,5,4,6,1,3,2,0,1,1,0,1,1,1,1,1,1,1,0,1,1,2,2,2,2,2,2,2,1,1,1,2,4,5,3,6
229,2,41,3,4,4,2,1,2,1,1,1,1,0,0,1,1,3,1,1,2,2,2,2,1,1,2,1,1,1,1,1,4,1,5,2,6,3,1,1,1,0,0,1,0,0,0,0,0,1,0,0,2,1,1,1,2,5,5,5,4,4,3,2,5,1,6
230,2,50,2,2,3,2,1,3,2,1,1,0,1,0,1,1,3,1,2,1,1,2,2,2,2,2,1,1,1,1,1,1,3,6,4,2,5,1,1,1,0,0,2,1,0,1,1,1,0,1,0,2,2,2,2,3,4,5,5,5,4,5,2,3,1,6
231,2,33,2,2,3,1,1,3,1,1,1,0,1,1,1,1,2,4,2,2,2,1,2,2,2,2,1,1,1,1,1,4,3,2,5,6,1,1,0,1,0,1,2,0,0,0,0,1,0,1,1,1,2,2,1,3,4,1,5,2,1,2,3,5,4,6
232,2,47,3,4,3,4,1,4,1,1,1,0,0,0,1,2,3,1,2,2,2,1,2,1,1,1,1,1,1,1,1,5,6,3,2,4,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,2,3,3,3,4,5,5,4,5,4,3,2,5,1,6
233,2,36,2,4,2,1,1,1,2,1,1,1,1,0,1,2,1,4,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,5,4,6,3,1,1,0,1,0,1,1,0,0,0,0,0,0,1,2,2,3,2,3,3,3,4,3,1,2,3,4,5,6
234,2,32,2,2,3,1,1,3,2,1,1,1,0,0,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,5,3,6,4,0,1,1,0,1,1,1,1,1,1,1,0,1,0,2,2,2,1,3,2,2,2,2,3,4,1,5,2,6
235,1,36,1,3,3,2,1,4,1,1,1,0,0,0,0,1,2,2,1,2,1,1,2,2,2,1,1,1,1,1,1,5,2,4,3,6,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,2,1,2,2,2,5,5,5,5,4,1,5,2,3,6
236,2,43,2,2,2,2,1,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,6,4,2,3,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,5,5,5,5,2,5,1,4,3,6
237,2,42,2,2,3,3,1,4,1,1,1,0,1,0,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,5,4,3,6,2,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,3,1,1,1,1,1,3,1,5,3,2,4,1,6
238,2,30,2,2,3,2,1,1,1,1,1,1,1,0,0,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,5,6,1,3,4,2,0,1,1,0,1,1,0,0,0,0,1,0,1,0,2,2,2,2,2,3,3,3,3,4,3,2,5,1,6
239,2,40,3,2,3,2,1,3,1,1,1,1,0,1,1,1,2,1,1,2,2,2,1,1,2,2,1,1,1,1,1,6,2,3,1,5,4,1,0,0,1,1,2,1,1,1,1,1,1,0,0,2,2,3,2,3,3,2,3,1,3,4,5,2,1,6
240,2,33,3,4,3,2,1,3,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,2,6,3,5,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,5,5,5,5,2,3,4,5,1,6
241,2,29,3,4,2,2,1,3,1,1,1,0,1,0,0,1,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,6,3,5,2,4,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,2,1,2,2,1,5,4,5,5,5,2,4,3,1,6
242,2,36,3,4,2,5,1,4,2,0,0,0,0,0,0,2,3,4,2,1,1,1,2,2,1,2,1,1,1,1,1,1,5,6,4,2,3,1,1,1,0,0,1,0,0,0,0,1,1,0,0,3,2,1,2,3,4,5,5,5,2,4,3,5,1,6
243,2,27,3,2,2,5,1,3,1,1,1,0,0,1,1,1,3,4,2,1,3,1,3,1,1,1,1,1,1,1,2,1,5,2,4,3,6,0,1,1,0,1,1,0,0,1,0,1,0,1,1,3,3,4,2,3,5,3,5,5,3,1,4,5,2,6
244,2,35,3,4,2,1,1,2,1,1,1,0,0,0,1,1,3,1,2,1,1,1,1,1,1,1,3,1,1,1,1,3,4,2,1,6,5,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,5,5,5,5,2,3,1,5,4,6
245,2,34,3,4,4,2,1,3,1,1,1,0,1,0,1,1,3,2,2,2,1,2,1,1,1,1,1,1,1,1,1,4,5,6,3,2,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,5,5,5,5,5,4,3,2,1,6
246,2,32,3,4,4,2,1,4,1,1,1,0,1,0,0,1,3,4,1,2,2,2,2,1,2,1,1,1,1,1,1,6,5,4,1,2,3,0,1,1,0,1,1,0,0,1,1,1,1,0,0,2,2,1,2,2,2,2,2,1,5,3,4,2,1,6
247,2,38,3,4,2,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,4,6,2,0,1,1,0,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,5,5,4,4,2,3,4,5,1,6
248,1,31,2,4,3,2,1,4,2,1,1,1,0,0,1,1,3,2,2,2,2,3,2,1,2,1,1,2,1,1,1,1,5,6,2,4,3,1,1,1,0,0,1,1,0,0,0,1,0,1,1,2,2,3,2,2,2,1,3,4,1,3,4,5,2,6
249,2,28,3,2,3,1,1,4,1,1,1,1,1,0,1,1,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,3,5,6,1,2,4,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,2,1,1,1,1,4,5,2,3,1,6
250,2,34,2,2,3,2,1,3,1,1,1,0,0,0,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,6,5,2,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,2,2,2,2,2,5,5,5,5,1,2,3,5,4,6
251,2,28,3,1,2,2,1,3,2,1,1,0,0,0,1,2,2,4,2,2,3,2,3,2,2,1,3,3,3,1,1,3,5,2,4,6,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1,2,2,1,2,2,1,1,1,1,1,2,3,5,4,6
252,2,31,2,2,3,2,1,2,2,1,1,1,1,1,1,1,3,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,6,4,3,5,2,0,1,1,0,1,1,1,1,1,1,1,1,0,0,2,2,2,2,2,4,5,4,4,2,1,3,4,5,6
253,2,32,2,2,3,1,3,4,1,1,1,0,0,0,1,1,2,4,2,2,2,3,2,1,1,1,1,1,1,1,1,3,4,5,2,6,1,0,1,1,0,1,2,0,0,0,0,1,0,1,0,1,2,1,3,3,5,5,4,5,3,1,2,5,4,6
254,2,23,2,4,2,5,1,3,2,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,5,6,1,2,3,1,0,0,1,1,1,1,1,1,1,1,1,0,0,2,2,2,2,2,3,3,3,3,5,3,2,4,1,6
255,2,33,2,2,2,1,1,4,2,1,1,0,0,0,1,1,3,2,2,2,2,1,4,3,3,1,1,1,1,1,1,2,5,3,1,4,6,0,1,1,1,0,1,0,0,0,0,1,0,1,0,3,3,2,2,3,4,1,1,3,5,3,2,4,1,6
256,2,35,2,2,3,2,1,4,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,4,5,1,3,6,2,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,2,3,2,5,5,5,5,2,3,5,4,1,6
257,2,38,3,4,2,1,1,4,1,1,1,0,1,0,1,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,2,6,5,1,1,1,0,0,1,0,0,0,0,1,0,0,1,2,2,2,2,2,1,5,1,2,4,2,1,3,5,6
258,2,31,2,2,3,2,1,4,1,1,1,0,0,1,1,1,3,4,2,1,1,2,2,1,1,2,1,1,1,1,1,2,5,6,1,3,4,1,1,1,0,0,1,1,1,1,1,1,0,1,1,2,2,2,2,2,5,5,5,5,4,3,2,5,1,6
259,2,24,2,4,2,2,1,2,2,1,1,0,1,0,1,1,3,1,1,1,1,1,2,1,1,2,1,1,1,1,1,5,3,4,2,6,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,2,2,1,1,2,5,5,5,5,3,2,5,4,1,6
260,2,30,2,2,3,1,1,3,2,1,1,0,1,0,1,1,2,1,2,2,2,3,2,2,2,1,1,1,1,1,1,4,6,5,1,3,2,0,1,1,1,0,1,1,1,1,1,1,1,0,0,2,2,2,3,3,1,1,2,3,5,2,3,4,1,6
261,2,36,3,4,2,2,1,4,1,1,1,1,1,0,1,1,3,1,2,1,1,2,2,1,1,1,1,1,1,1,1,2,3,4,5,6,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,2,2,2,2,2,5,5,4,5,2,3,4,5,1,6
262,2,32,2,2,2,1,1,1,2,1,1,1,1,0,1,1,3,1,2,1,1,2,3,2,1,2,1,1,1,1,1,1,2,5,3,4,6,0,1,1,1,0,1,1,0,1,1,1,1,1,1,3,3,3,2,3,4,4,4,3,5,4,1,3,2,6
263,2,32,2,2,4,1,1,3,1,1,1,1,0,1,1,1,3,1,2,2,2,2,2,2,2,1,1,1,1,1,1,3,6,1,5,4,2,1,1,1,0,0,1,0,0,0,0,1,0,1,0,2,2,1,1,2,5,5,5,5,0,0,0,0,0,0
264,2,21,2,1,2,2,1,3,2,1,1,1,1,0,1,1,2,3,2,1,2,2,1,1,1,1,1,3,3,1,1,3,5,4,1,6,2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,2,5,5,5,5,2,1,3,5,4,6
265,1,27,2,1,2,2,1,4,2,1,1,0,0,0,1,2,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,6,5,1,4,3,2,0,1,1,0,1,2,1,1,1,1,1,0,1,0,3,3,2,3,4,4,4,4,4,2,3,5,4,1,6
266,1,22,2,1,2,1,1,3,1,1,1,1,1,1,1,1,3,1,1,1,2,1,2,1,1,1,1,1,1,1,1,5,6,3,2,4,1,1,1,1,0,0,2,1,1,1,1,1,0,1,0,2,1,1,2,2,4,4,5,4,3,4,5,2,1,6
267,2,27,3,2,2,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,6,3,2,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,2,3,2,1,1,5,5,5,5,5,3,1,4,2,6
268,1,24,2,1,2,1,1,3,1,1,1,0,1,0,1,1,3,4,2,1,1,2,1,1,1,2,1,1,1,1,1,6,5,4,1,2,3,0,1,0,1,1,1,1,1,1,1,1,0,1,0,3,2,1,2,2,1,1,1,1,4,1,3,5,2,6
269,2,33,3,2,2,1,1,2,2,1,0,1,1,0,1,1,3,4,2,1,1,2,1,1,1,2,3,1,1,1,1,6,1,3,2,4,5,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,2,4,4,4,5,2,4,5,3,1,6
270,2,38,3,4,2,2,1,3,1,1,1,0,1,0,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,4,2,1,3,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,5,5,5,5,5,4,3,2,1,6
271,2,25,2,2,2,2,1,4,1,1,1,0,1,1,1,1,3,2,2,1,1,1,2,1,1,2,1,1,1,1,1,3,4,5,1,6,2,1,0,1,1,0,1,0,0,0,0,1,0,1,0,2,2,1,1,2,5,5,5,5,1,2,5,4,3,6
272,1,41,2,2,4,2,1,3,2,1,1,0,0,0,0,1,3,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,2,5,4,6,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,5,5,5,5,2,3,5,4,1,6
273,2,21,2,1,2,2,1,3,1,1,1,0,1,0,0,1,2,3,2,1,1,1,1,1,1,2,1,1,1,1,1,5,6,3,2,1,4,0,1,1,1,0,2,0,0,0,0,1,0,0,1,2,2,2,2,2,4,4,4,4,2,1,3,5,4,6
274,2,31,3,2,4,1,1,3,1,1,1,1,1,1,1,1,3,1,2,1,2,2,3,1,1,1,1,2,1,1,1,5,2,6,1,4,3,1,1,1,0,0,1,1,1,1,1,1,1,0,0,2,2,2,1,3,5,5,4,5,1,2,5,4,3,6
275,2,26,3,2,3,2,1,3,1,1,1,1,0,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,2,4,3,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,5,5,5,5,1,2,4,5,3,6
276,2,44,3,4,3,2,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,5,1,6,2,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,3,4,5,6,2,1
277,1,38,3,4,3,2,1,4,1,1,1,1,1,1,1,1,3,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,4,5,1,6,3,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,2,5,5,5,5,2,4,5,3,1,6
278,2,32,3,4,2,1,1,4,2,1,1,1,1,1,1,1,2,3,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,3,6,5,4,0,1,1,0,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,4,4,5,5,3,2,1,4,5,6
279,2,22,2,1,2,2,1,2,1,1,1,0,1,0,1,1,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,5,1,3,6,4,2,0,1,1,0,1,2,0,0,0,0,1,1,0,0,2,2,1,1,3,1,1,1,1,5,2,4,3,1,6
280,1,27,3,2,2,5,1,3,1,1,1,1,1,0,1,1,2,4,1,1,2,1,2,2,2,2,1,1,1,1,1,4,3,6,5,1,2,0,1,1,0,1,3,1,1,0,1,1,0,1,0,1,2,2,2,3,5,4,4,4,1,2,5,3,4,6
281,2,30,2,2,3,2,1,4,1,0,0,0,0,0,1,1,3,4,2,1,1,1,1,1,1,1,1,2,2,1,1,1,5,3,0,4,2,1,1,1,0,0,2,1,1,1,1,1,0,1,0,2,3,3,2,3,3,3,5,1,5,1,3,2,4,6
282,2,36,3,2,2,1,1,4,1,1,1,0,1,0,1,1,3,4,1,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,2,2,1,2,2,5,5,5,5,5,4,2,3,1,6
283,2,31,3,2,3,1,1,1,2,0,0,0,1,0,1,1,2,3,2,2,2,2,2,1,1,1,1,1,1,1,1,4,5,6,1,2,3,0,1,1,0,1,1,1,1,1,1,1,0,1,1,2,2,3,3,3,5,5,4,5,5,1,3,4,2,6
284,2,22,2,2,2,2,1,4,1,1,1,1,1,0,1,1,2,4,2,1,1,1,2,1,1,1,1,1,1,1,1,2,3,4,1,6,5,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,5,5,5,5,5,4,1,3,2,6
285,2,18,2,1,2,2,1,3,1,1,1,0,1,0,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,4,6,3,5,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,5,5,5,5,5,1,4,2,3,6
286,2,33,3,2,2,1,1,4,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,3,5,1,4,6,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,5,5,5,5,1,2,4,3,5,6
287,2,21,2,1,2,2,1,3,2,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,5,1,3,4,6,2,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,5,4,4,4,4,1,3,5,2,6
288,2,37,3,4,2,1,1,3,1,1,1,1,0,0,1,1,2,4,2,1,1,1,3,1,1,1,1,1,1,1,1,1,3,4,2,6,5,1,0,1,1,0,2,1,1,1,1,1,1,0,0,2,2,2,3,2,5,5,5,4,4,2,5,3,1,6
289,2,60,2,4,2,2,1,4,1,1,1,1,1,1,1,1,3,3,1,2,2,1,1,1,1,1,1,1,1,1,1,2,3,4,1,0,5,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,5,5,5,5,1,3,4,5,2,6
290,2,32,3,2,4,2,1,3,1,1,0,1,1,0,0,1,3,2,2,2,2,1,2,1,1,2,1,1,1,1,1,3,4,5,2,6,1,1,1,1,0,0,2,0,0,0,0,1,0,1,0,2,2,2,2,2,5,5,5,5,5,2,3,4,1,6
291,2,23,2,1,2,5,1,4,2,1,1,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,6,5,1,4,3,2,1,0,0,1,1,3,1,1,1,1,1,1,1,0,3,4,1,3,3,5,5,4,5,5,4,2,3,1,6
292,2,22,2,1,2,2,1,3,1,0,0,1,0,0,0,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,5,2,6,3,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,5,5,5,5,2,3,5,4,1,6
293,2,34,2,2,3,1,1,4,2,1,1,1,1,1,1,1,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,3,6,2,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,5,5,5,5,5,3,2,4,1,6
294,2,37,2,2,3,5,1,1,2,1,1,0,1,0,1,1,1,4,2,2,2,2,2,1,1,1,1,1,1,1,1,5,6,1,4,3,2,0,1,1,0,1,2,0,1,0,0,1,1,0,0,2,2,2,2,4,3,5,4,5,5,1,2,4,3,6
295,2,30,2,2,3,2,1,4,2,1,1,0,0,0,1,1,2,3,2,2,2,3,4,1,1,4,1,1,1,1,1,4,5,6,3,1,2,0,1,1,0,1,1,1,0,1,1,1,0,1,0,2,2,1,2,2,1,1,1,1,5,1,2,4,3,6
296,2,28,1,3,2,1,1,1,1,1,1,1,0,1,1,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,3,5,6,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,5,1,5,5,4,3,2,1,6
297,1,22,2,1,2,2,1,4,1,1,1,0,0,0,1,1,2,1,2,2,1,2,3,2,2,3,1,1,1,1,1,5,6,1,4,2,3,1,0,1,0,1,2,1,0,1,0,1,0,1,1,2,3,4,4,4,3,3,4,4,3,2,4,1,5,6
298,1,22,2,1,2,2,1,4,1,1,1,1,1,1,1,1,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,3,5,2,1,6,4,0,1,1,0,1,1,1,1,1,1,1,0,0,1,2,2,3,3,3,3,4,4,5,4,3,2,5,1,6
299,2,40,3,2,2,2,1,3,2,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,3,4,1,5,6,1,1,1,0,0,1,0,0,0,1,0,1,0,0,2,2,2,2,2,5,4,4,5,0,0,0,0,0,0
300,2,41,2,2,4,2,1,4,1,1,1,0,1,1,1,1,3,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,2,3,5,4,6,0,1,1,0,1,2,1,0,0,0,1,1,0,0,2,2,2,1,1,5,5,5,5,3,2,1,5,4,6
301,2,44,2,4,2,2,2,4,1,1,1,0,0,0,1,1,3,4,2,1,1,1,3,1,1,1,1,1,1,1,1,4,5,6,1,3,2,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,2,1,1,1,1,1,1,2,4,5,3,6
302,2,22,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,3,4,5,6,2,0,1,1,0,1,1,0,0,0,0,1,0,1,0,2,2,2,2,2,4,4,4,5,2,3,4,5,1,6
303,2,31,2,2,3,1,1,4,2,1,1,0,1,0,0,1,3,4,2,2,2,2,1,1,1,2,1,1,1,1,1,3,5,4,1,6,2,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,2,2,3,4,4,4,5,4,1,2,5,3,6
304,2,22,2,1,2,2,1,4,1,0,1,0,0,0,0,1,3,4,2,2,3,3,3,2,2,2,1,2,1,1,1,5,6,3,1,2,4,1,0,1,1,0,2,0,0,0,0,1,1,0,0,3,3,2,4,4,2,4,3,3,4,1,3,2,5,6
305,2,22,2,1,2,2,1,4,2,1,1,0,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,5,6,3,1,2,0,1,1,0,1,1,1,1,1,1,1,1,0,0,3,3,3,3,3,5,5,5,5,5,1,4,2,3,6
306,2,24,2,4,2,2,1,3,1,1,1,0,1,0,1,1,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,2,3,4,6,5,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,2,2,2,2,2,2,1,2,1,2,3,5,6,4,1
307,2,24,2,4,2,2,1,3,1,1,1,0,1,0,0,1,3,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,4,5,6,3,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,2,1,1,2,5,5,5,5,2,3,4,5,1,6
